contest_id,problem_index,name,tags,rating
1982,D,Beauty of the mountains,"['brute force', 'data structures', 'implementation', 'math', 'number theory']",1700
1982,C,Boring Day,"['binary search', 'data structures', 'dp', 'greedy', 'two pointers']",1200
1982,B,Collatz Conjecture,"['brute force', 'implementation', 'math', 'number theory']",1200
1982,A,Soccer,"['greedy', 'implementation', 'math', 'sortings']",800
1981,F,Turtle and Paths on a Tree,"['data structures', 'dp', 'trees']",3000
1981,E,Turtle and Intersected Segments,"['data structures', 'dsu', 'graphs', 'greedy']",2600
1981,D,Turtle and Multiplication,"['constructive algorithms', 'dfs and similar', 'graphs', 'number theory']",2400
1981,C,Turtle and an Incomplete Sequence,"['bitmasks', 'brute force', 'constructive algorithms', 'greedy', 'implementation', 'math']",1800
1981,B,Turtle and an Infinite Sequence,"['bitmasks', 'math']",1300
1981,A,Turtle and Piggy Are Playing a Game,"['brute force', 'greedy', 'math']",800
1980,G,Yasya and the Mysterious Tree,"['bitmasks', 'data structures', 'dfs and similar', 'graphs', 'greedy', 'strings', 'trees']",2300
1980,F2,Field Division (hard version),"['math', 'sortings']",2400
1980,F1,Field Division (easy version),"['data structures', 'math', 'sortings']",1900
1980,E,Permutation of Rows and Columns,"['constructive algorithms', 'data structures', 'greedy', 'hashing', 'implementation', 'math', 'matrices', 'sortings']",1600
1980,D,GCD-sequence,"['greedy', 'implementation', 'math', 'number theory']",1400
1980,C,Sofia and the Lost Operations,"['constructive algorithms', 'greedy']",1300
1980,B,Choosing Cubes,"['sortings', 'sortings']",800
1980,A,Problem Generator,['math'],800
1979,F,Kostyanych's Theorem,"['brute force', 'constructive algorithms', 'graphs', 'interactive']",2900
1979,E,Manhattan Triangle,"['binary search', 'constructive algorithms', 'data structures', 'geometry', 'implementation', 'two pointers']",2400
1979,D,Fixing a Binary String,"['bitmasks', 'brute force', 'constructive algorithms', 'dp', 'greedy', 'hashing', 'strings']",1800
1979,C,Earning on Bets,"['binary search', 'combinatorics', 'constructive algorithms', 'number theory']",1200
1979,B,XOR Sequences,"['bitmasks', 'greedy']",1000
1979,A,Guess the Maximum,"['brute force', 'greedy', 'implementation']",800
1978,F,Large Graph,"['data structures', 'dfs and similar', 'dsu', 'graphs', 'number theory', 'two pointers']",2400
1978,E,Computing Machine,"['brute force', 'data structures', 'dp', 'greedy', 'implementation']",2000
1978,D,Elections,"['data structures', 'greedy', 'implementation', 'math']",1600
1978,C,Manhattan Permutations,"['constructive algorithms', 'data structures', 'greedy', 'implementation', 'math']",1300
1978,B,New Bakery,"['binary search', 'greedy', 'math', 'ternary search']",800
1978,A,Alice and Books,"['constructive algorithms', 'greedy', 'sortings']",800
1977,E,Tensor,"['constructive algorithms', 'graphs', 'interactive']",2600
1977,D,XORificator,"['bitmasks', 'brute force', 'greedy', 'hashing']",2300
1977,C,Nikita and LCM,"['brute force', 'data structures', 'dp', 'greedy', 'math', 'number theory', 'sortings']",1900
1977,B,Binary Colouring,"['bitmasks', 'constructive algorithms', 'greedy', 'math']",1100
1977,A,Little Nikita,['math'],800
1976,F,Remove Bridges,"['data structures', 'dfs and similar', 'dp', 'greedy', 'sortings', 'trees']",2800
1976,E,Splittable Permutations,"['combinatorics', 'data structures', 'dfs and similar', 'greedy', 'math', 'trees']",2500
1976,D,Invertible Bracket Sequences,"['binary search', 'combinatorics', 'data structures', 'divide and conquer', 'implementation', 'two pointers']",2000
1976,C,Job Interview,"['binary search', 'dp', 'greedy', 'implementation', 'two pointers']",1600
1976,B,Increase/Decrease/Copy,"['greedy', 'implementation']",1100
1976,A,Verify Password,"['implementation', 'sortings', 'strings']",800
1975,I,Mind Bloom,['dp'],3500
1975,H,378QAQ and Core,"['greedy', 'strings']",3500
1975,G,Zimpha Fan Club,"['fft', 'greedy', 'math', 'strings']",3000
1975,F,Set,"['bitmasks', 'brute force', 'combinatorics', 'dfs and similar', 'divide and conquer', 'dp', 'math']",2600
1975,E,Chain Queries,"['binary search', 'data structures', 'dfs and similar', 'implementation', 'trees']",2100
1975,D,Paint the Tree,"['brute force', 'dfs and similar', 'dp', 'greedy', 'shortest paths', 'trees']",1700
1975,C,Chamo and Mocha's Array,"['binary search', 'brute force', 'greedy']",1200
1975,B,378QAQ and Mocha's Array,"['brute force', 'greedy', 'math', 'sortings']",1000
1975,A,Bazoka and Mocha's Array,"['brute force', 'greedy', 'implementation', 'sortings']",800
1974,G,Money Buys Less Happiness Now ,"['data structures', 'greedy', 'sortings']",2000
1974,F,Cutting Game,"['binary search', 'brute force', 'data structures', 'implementation', 'sortings', 'two pointers']",1900
1974,E,Money Buys Happiness,['dp'],1800
1974,D,Ingenuity-2,"['constructive algorithms', 'greedy', 'implementation']",1400
1974,C,Beautiful Triple Pairs,"['combinatorics', 'data structures']",1400
1974,B,Symmetric Encoding,"['implementation', 'sortings', 'strings']",800
1974,A,Phone Desktop,"['greedy', 'math']",800
1973,F,Maximum GCD Sum Queries,"['bitmasks', 'brute force', 'dp', 'implementation', 'number theory']",3100
1973,E,"Cat, Fox and Swaps ","['graphs', 'math', 'sortings']",2500
1973,D,"Cat, Fox and Maximum Array Split","['brute force', 'interactive', 'math']",2400
1973,C,"Cat, Fox and Double Maximum","['constructive algorithms', 'greedy', 'implementation', 'math', 'sortings']",1700
1973,B,"Cat, Fox and the Lonely Array","['binary search', 'bitmasks', 'data structures', 'greedy', 'math', 'two pointers']",1300
1973,A,Chess For Three,"['brute force', 'dp', 'implementation', 'math']",900
1972,B,Coin Games,['games'],900
1972,A,Contest Proposal,"['brute force', 'greedy', 'two pointers']",800
1971,H,±1,"['2-sat', 'dfs and similar', 'graphs']",2100
1971,G,XOUR,"['data structures', 'dsu', 'sortings']",1700
1971,F,Circle Perimeter,"['binary search', 'brute force', 'dfs and similar', 'geometry', 'implementation', 'math']",1600
1971,E,Find the Car,"['binary search', 'math', 'sortings']",1500
1971,D,Binary Cut,"['dp', 'greedy', 'implementation', 'sortings', 'strings']",1100
1971,C,Clock and Strings,['implementation'],900
1971,B,Different String,"['implementation', 'strings']",800
1971,A,My First Sorting Problem,"['implementation', 'sortings']",800
1970,G3,Min-Fund Prison (Hard),"['bitmasks', 'dfs and similar', 'dp', 'graphs', 'trees']",2400
1970,G2,Min-Fund Prison (Medium),"['brute force', 'dfs and similar', 'dp', 'graphs', 'trees']",2200
1970,G1,Min-Fund Prison (Easy),"['dfs and similar', 'trees']",1900
1970,F3,Playing Quidditch (Hard),['implementation'],2300
1970,F2,Playing Quidditch (Medium),['implementation'],2300
1970,F1,Playing Quidditch (Easy),['implementation'],2300
1970,E3,Trails (Hard),"['dp', 'matrices']",2200
1970,E2,Trails (Medium),"['dp', 'matrices']",2000
1970,E1,Trails (Easy),['dp'],1800
1970,D3,Arithmancy (Hard),['interactive'],3100
1970,D2,Arithmancy (Medium),"['constructive algorithms', 'interactive', 'probabilities', 'strings']",2600
1970,D1,Arithmancy (Easy),"['brute force', 'constructive algorithms', 'interactive', 'strings']",2100
1970,C3,Game on Tree (Hard),"['dfs and similar', 'dp', 'games', 'trees']",1900
1970,C2,Game on Tree (Medium),"['dfs and similar', 'dp', 'games', 'trees']",1700
1970,C1,Game on Tree (Easy),['games'],1400
1970,B3,Exact Neighbours (Hard),['constructive algorithms'],2300
1970,B2,Exact Neighbours (Medium),['constructive algorithms'],2100
1970,B1,Exact Neighbours (Easy),['constructive algorithms'],1900
1970,A3,Balanced Unshuffle (Hard),"['constructive algorithms', 'trees']",2400
1970,A2,Balanced Unshuffle (Medium),"['brute force', 'constructive algorithms', 'trees']",2400
1970,A1,Balanced Shuffle (Easy),"['implementation', 'sortings']",1000
1969,F,Card Pairing,"['dp', 'greedy', 'hashing', 'implementation']",3000
1969,E,Unique Array,"['binary search', 'data structures', 'divide and conquer', 'dp', 'greedy']",2400
1969,D,Shop Game,"['data structures', 'greedy', 'math', 'sortings']",1900
1969,C,Minimizing the Sum,"['dp', 'implementation']",1700
1969,B,Shifts and Sorting,"['constructive algorithms', 'greedy']",1000
1969,A,Two Friends,"['constructive algorithms', 'implementation', 'math']",800
1968,G2,Division + LCP (hard version),"['binary search', 'brute force', 'data structures', 'dp', 'hashing', 'math', 'string suffix structures', 'strings']",2200
1968,G1,Division + LCP (easy version),"['binary search', 'data structures', 'dp', 'hashing', 'string suffix structures', 'strings']",1900
1968,F,Equal XOR Segments,"['binary search', 'data structures']",1800
1968,E,Cells Arrangement,['constructive algorithms'],1600
1968,D,Permutation Game,"['brute force', 'dfs and similar', 'games', 'graphs', 'greedy', 'math']",1300
1968,C,Assembly via Remainders,"['constructive algorithms', 'number theory']",1000
1968,B,Prefiquence,"['greedy', 'two pointers']",800
1968,A,Maximize?,"['brute force', 'math', 'number theory']",800
1967,F,Next and Prev,"['brute force', 'data structures', 'implementation']",3200
1967,E2,Again Counting Arrays (Hard Version),"['combinatorics', 'dp', 'math']",3500
1967,E1,Again Counting Arrays (Easy Version),"['combinatorics', 'dp', 'fft', 'math']",3100
1967,D,Long Way to be Non-decreasing,"['binary search', 'dfs and similar', 'graphs', 'implementation', 'shortest paths', 'two pointers']",2800
1967,C,Fenwick Tree,"['bitmasks', 'brute force', 'combinatorics', 'data structures', 'dp', 'math', 'trees']",2300
1967,B2,Reverse Card (Hard Version),"['brute force', 'math', 'number theory']",2200
1967,B1,Reverse Card (Easy Version),"['brute force', 'math', 'number theory']",1400
1967,A,Permutation Counting,"['binary search', 'greedy', 'implementation', 'math', 'sortings']",1400
1966,B,Rectangle Filling,"['constructive algorithms', 'implementation']",1100
1966,A,Card Exchange,"['constructive algorithms', 'games', 'greedy']",800
1965,F,Conference,"['data structures', 'flows']",3300
1965,E,Connected Cubes,"['constructive algorithms', 'games']",3100
1965,D,Missing Subarray Sum,['constructive algorithms'],2900
1965,C,Folding Strip,"['constructive algorithms', 'greedy', 'strings']",2300
1965,B,Missing Subsequence Sum,"['bitmasks', 'constructive algorithms', 'greedy', 'number theory']",1800
1965,A,Everything Nim,"['games', 'greedy', 'math', 'sortings']",1400
1958,J,Necromancer,['*special'],3200
1958,I,Equal Trees,"['*special', 'graphs', 'meet-in-the-middle']",3100
1958,H,Composite Spells,"['*special', 'dp']",2600
1958,G,Observation Towers,['*special'],2400
1958,F,Narrow Paths,"['*special', 'combinatorics']",2000
1958,E,Yet Another Permutation Constructive,"['*special', 'constructive algorithms']",1900
1958,D,Staircase,['*special'],1600
1958,C,Firewood,['*special'],1500
1958,B,Clock in the Pool,"['*special', 'math']",1400
1958,A,1-3-5,"['*special', 'dp']",1100
1957,F2,Frequency Mismatch (Hard Version),"['binary search', 'data structures', 'dfs and similar', 'hashing', 'probabilities', 'trees']",2700
1957,F1,Frequency Mismatch (Easy Version),"['binary search', 'data structures', 'divide and conquer', 'hashing', 'probabilities', 'trees']",2600
1957,E,Carousel of Combinations,"['brute force', 'combinatorics', 'dp', 'math', 'number theory']",2400
1957,D,A BIT of an Inequality,"['bitmasks', 'brute force', 'dp', 'math']",1900
1957,C,How Does the Rook Move?,"['combinatorics', 'dp', 'math']",1600
1957,B,A BIT of a Construction,"['bitmasks', 'constructive algorithms', 'greedy', 'implementation']",1100
1957,A,Stickogon,"['constructive algorithms', 'greedy']",800
1956,F,Nene and the Passing Game,"['constructive algorithms', 'data structures', 'dsu', 'graphs', 'sortings']",3000
1956,E2,Nene vs. Monsters (Hard Version),"['brute force', 'greedy', 'implementation', 'math']",2700
1956,E1,Nene vs. Monsters (Easy Version),"['brute force', 'implementation', 'math']",2500
1956,D,Nene and the Mex Operator,"['bitmasks', 'brute force', 'constructive algorithms', 'divide and conquer', 'dp', 'greedy', 'implementation', 'math']",2000
1956,C,Nene's Magical Matrix,"['constructive algorithms', 'greedy', 'math']",1600
1956,B,Nene and the Card Game,"['games', 'greedy']",800
1956,A,Nene's Game,"['binary search', 'brute force', 'data structures', 'games', 'greedy']",800
1955,H,The Most Reckless Defense,"['bitmasks', 'brute force', 'constructive algorithms', 'dp', 'flows', 'graph matchings', 'shortest paths']",2300
1955,G,GCD on a grid,"['brute force', 'dfs and similar', 'dp', 'implementation', 'math', 'number theory']",1900
1955,F,Unfair Game,"['dp', 'games', 'greedy', 'math', 'schedules']",1800
1955,E,Long Inversions,"['brute force', 'greedy', 'implementation', 'sortings']",1700
1955,D,Inaccurate Subsequence Search,"['data structures', 'two pointers']",1400
1955,C,Inhabitant of the Deep Sea,"['greedy', 'implementation', 'math']",1300
1955,B,Progressive Square,"['constructive algorithms', 'data structures', 'implementation', 'sortings']",1000
1955,A,Yogurt Sale,['math'],800
1954,F,Unique Strings,"['combinatorics', 'dp', 'math']",3100
1954,E,Chain Reaction,"['binary search', 'data structures', 'dsu', 'greedy', 'implementation', 'math', 'number theory']",2200
1954,D,Colored Balls,"['combinatorics', 'dp', 'math', 'sortings']",1800
1954,C,Long Multiplication,"['greedy', 'math', 'number theory']",1200
1954,B,Make It Ugly,"['implementation', 'math']",1200
1954,A,Painting the Ribbon,"['constructive algorithms', 'greedy', 'math']",900
1953,A,Accuracy-Preserving Summation Algorithm,['*special'],Unknown
1952,J,"Help, what does it mean to be ""Based""","['*special', 'brute force', 'constructive algorithms', 'expression parsing', 'implementation', 'sortings']",Unknown
1952,I,Dark Matter,"['*special', 'bitmasks', 'geometry']",Unknown
1952,H,Palindrome,"['*special', 'implementation', 'strings']",Unknown
1952,G,Mathematician Takeover,"['*special', 'binary search', 'dfs and similar', 'math']",Unknown
1952,F,Grid,"['*special', 'brute force']",Unknown
1952,E,Sweep Line,"['*special', 'combinatorics', 'games', 'math']",Unknown
1952,D,Are You a Procrastinator?,"['*special', 'implementation']",Unknown
1952,C,They Have Fooled,"['*special', 'brute force', 'schedules']",Unknown
1952,B,Is it stated?,"['*special', 'strings']",Unknown
1952,A,"Are You a Robot, Again?","['*special', 'strings']",Unknown
1951,I,Growing Trees,"['binary search', 'constructive algorithms', 'flows', 'graphs', 'greedy']",3200
1951,H,Thanos Snap,"['binary search', 'dp', 'games', 'greedy', 'trees']",3200
1951,G,Clacking Balls,"['combinatorics', 'math', 'probabilities']",3100
1951,F,Inversion Composition,"['constructive algorithms', 'data structures', 'greedy']",2500
1951,E,No Palindromes,"['brute force', 'constructive algorithms', 'divide and conquer', 'greedy', 'hashing', 'implementation', 'math', 'strings']",2000
1951,D,Buying Jewels,"['constructive algorithms', 'greedy', 'math']",2000
1951,C,Ticket Hoarding,"['greedy', 'math', 'sortings']",1400
1951,B,Battle Cows,"['binary search', 'data structures', 'greedy']",1200
1951,A,Dual Trigger,"['constructive algorithms', 'greedy', 'math']",900
1950,G,Shuffling Songs,"['bitmasks', 'dfs and similar', 'dp', 'graphs', 'hashing', 'implementation', 'strings']",1900
1950,F,"0, 1, 2, Tree!","['bitmasks', 'brute force', 'greedy', 'implementation', 'trees']",1700
1950,E,Nearly Shortest Repeating Substring,"['brute force', 'implementation', 'number theory', 'strings']",1500
1950,D,Product of Binary Decimals,"['brute force', 'dp', 'implementation', 'number theory']",1100
1950,C,Clock Conversion,"['implementation', 'math']",800
1950,B,Upscaling,['implementation'],800
1950,A,"Stair, Peak, or Neither?",['implementation'],800
1949,K,Make Triangle,"['constructive algorithms', 'math']",2800
1949,J,Amanda the Amoeba,"['graphs', 'implementation', 'trees', 'two pointers']",2600
1949,I,Disks,"['dfs and similar', 'geometry', 'graph matchings', 'graphs']",1800
1949,H,Division Avoidance,"['greedy', 'math']",3100
1949,G,Scooter,"['graphs', 'greedy']",2300
1949,F,Dating,"['greedy', 'sortings', 'trees']",2200
1949,E,Damage per Second,"['brute force', 'math']",2900
1949,D,Funny or Scary?,['constructive algorithms'],2600
1949,C,Annual Ants' Gathering,"['dfs and similar', 'dp', 'greedy', 'trees']",1900
1949,B,Charming Meals,"['binary search', 'brute force', 'greedy', 'sortings']",1500
1949,A,Grove,"['brute force', 'dfs and similar', 'dp', 'geometry', 'probabilities']",3300
1948,G,MST with Matching,"['bitmasks', 'brute force', 'dsu', 'graph matchings', 'trees']",3100
1948,F,Rare Coins,"['combinatorics', 'math', 'probabilities']",2500
1948,E,Clique Partition,"['brute force', 'constructive algorithms', 'graphs', 'greedy', 'implementation']",2100
1948,D,Tandem Repeats?,"['brute force', 'strings', 'two pointers']",1700
1948,C,Arrow Path,"['brute force', 'constructive algorithms', 'dfs and similar', 'dp', 'graphs', 'shortest paths']",1300
1948,B,Array Fix,"['brute force', 'dp', 'greedy', 'implementation']",1100
1948,A,Special Characters,"['brute force', 'constructive algorithms']",800
1946,F,Nobody is needed,"['2-sat', 'data structures', 'dfs and similar', 'dp']",2500
1946,E,Girl Permutation,"['combinatorics', 'dp', 'math', 'number theory']",2200
1946,D,Birthday Gift,"['bitmasks', 'brute force', 'constructive algorithms', 'greedy', 'implementation']",1900
1946,C,Tree Cutting,"['binary search', 'dp', 'greedy', 'implementation', 'trees']",1600
1946,B,Maximum Sum,"['dp', 'greedy', 'math']",1100
1946,A,Median of an Array,"['greedy', 'implementation', 'sortings']",800
1945,H,GCD is Greater,"['brute force', 'data structures', 'math', 'number theory']",2600
1945,G,Cook and Porridge,"['binary search', 'constructive algorithms', 'data structures', 'implementation']",2500
1945,F,Kirill and Mushrooms,"['data structures', 'sortings']",1900
1945,E,Binary Search,"['binary search', 'constructive algorithms', 'greedy']",1700
1945,D,Seraphim the Owl,"['dp', 'greedy']",1300
1945,C,Left and Right Houses,['brute force'],1200
1945,B,Fireworks,"['math', 'number theory']",900
1945,A,Setting up Camp,"['greedy', 'math']",800
1944,B,Equal XOR,"['bitmasks', 'constructive algorithms']",1100
1944,A,Destroying Bridges,"['graphs', 'greedy', 'math']",800
1943,F,Minimum Hamming Distance,['dp'],3500
1943,E2,MEX Game 2 (Hard Version),"['binary search', 'greedy', 'two pointers']",3300
1943,E1,MEX Game 2 (Easy Version),"['binary search', 'brute force', 'greedy']",2900
1943,D2,Counting Is Fun (Hard Version),"['combinatorics', 'dp']",2800
1943,D1,Counting Is Fun (Easy Version),"['brute force', 'combinatorics', 'dp', 'math']",2400
1943,C,Tree Compass,"['constructive algorithms', 'dfs and similar', 'greedy', 'trees']",2300
1943,B,Non-Palindromic Substring,"['hashing', 'implementation', 'math', 'strings']",2000
1943,A,MEX Game 1,"['games', 'greedy']",1300
1942,H,Farmer John's Favorite Intern,"['data structures', 'dp', 'flows', 'trees']",3500
1942,G,Bessie and Cards,"['combinatorics', 'dp', 'math']",2800
1942,F,Farmer John's Favorite Function,"['brute force', 'data structures', 'implementation', 'math']",2700
1942,E,Farm Game,"['combinatorics', 'games']",2300
1942,D,Learning to Paint,"['binary search', 'data structures', 'dfs and similar', 'dp', 'greedy', 'implementation', 'sortings']",2100
1942,C2,Bessie's Birthday Cake (Hard Version),"['geometry', 'greedy', 'math']",1700
1942,C1,Bessie's Birthday Cake (Easy Version),"['geometry', 'greedy', 'math']",1300
1942,B,Bessie and MEX,"['constructive algorithms', 'math']",1100
1942,A,Farmer John's Challenge,"['constructive algorithms', 'math']",800
1941,G,Rudolf and Subway,"['constructive algorithms', 'dfs and similar', 'graphs', 'shortest paths']",2000
1941,F,Rudolf and Imbalance,"['binary search', 'greedy', 'sortings', 'two pointers']",1800
1941,E,Rudolf and k Bridges,"['binary search', 'data structures', 'dp', 'two pointers']",1600
1941,D,Rudolf and the Ball Game,"['dfs and similar', 'dp', 'implementation']",1200
1941,C,Rudolf and the Ugly String,"['dp', 'greedy', 'strings']",900
1941,B,Rudolf and 121,"['brute force', 'dp', 'greedy', 'math']",1000
1941,A,Rudolf and the Ticket,"['brute force', 'math']",800
1940,D,Almost Certainly,"['*special', 'constructive algorithms', 'data structures', 'sortings']",Unknown
1940,C,Burenka and Pether,"['*special', 'data structures', 'dfs and similar', 'divide and conquer', 'dsu', 'graphs', 'sortings', 'trees']",Unknown
1940,B,Three Arrays,"['*special', 'constructive algorithms', 'implementation', 'sortings']",Unknown
1940,A,Parallel Universes,"['*special', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs']",Unknown
1939,D,Big Persimmon,"['*special', 'dp', 'games']",Unknown
1939,C,More Gifts,"['*special', 'dfs and similar', 'two pointers']",Unknown
1939,B,Evidence Board,"['*special', 'constructive algorithms', 'dfs and similar', 'graphs', 'trees']",Unknown
1939,A,Draw Polygon Lines,"['*special', 'constructive algorithms', 'dp', 'geometry', 'interactive']",Unknown
1938,M,Zig-zag,[],3500
1938,L,XOR Operations,[],2800
1938,K,Tree Quiz,[],2400
1938,J,There and Back Again,[],2100
1938,I,Symmetric Boundary,[],2800
1938,H,Pho Restaurant,[],1600
1938,G,Personality Test,[],2300
1938,F,Forming Groups,[],2400
1938,E,Duplicates,[],2200
1938,D,Bánh Bò,[],3300
1938,C,Bit Counting Sequence,[],1900
1938,B,Attraction Score,[],3000
1938,A,Antiparticle Antiphysics,[],3500
1937,B,Binary Path,"['dp', 'greedy', 'implementation']",1300
1937,A,Shuffle Party,"['implementation', 'math']",800
1936,F,Grand Finale: Circles,"['binary search', 'geometry']",3300
1936,E,Yet Yet Another Permutation Problem,"['divide and conquer', 'fft', 'math']",3400
1936,D,Bitwise Paradox,"['binary search', 'bitmasks', 'data structures', 'greedy', 'two pointers']",3100
1936,C,Pokémon Arena,"['data structures', 'graphs', 'greedy', 'implementation', 'shortest paths', 'sortings']",2400
1936,B,Pinball,"['binary search', 'data structures', 'implementation', 'math', 'two pointers']",2000
1936,A,Bitwise Operation Wizard,"['bitmasks', 'constructive algorithms', 'greedy', 'interactive', 'math']",1700
1935,F,Andrey's Tree,"['binary search', 'constructive algorithms', 'data structures', 'dfs and similar', 'dsu', 'greedy', 'implementation', 'trees']",2800
1935,E,Distance Learning Courses in MAC,"['bitmasks', 'brute force', 'data structures', 'greedy', 'math']",2400
1935,D,Exam in MAC,"['binary search', 'combinatorics', 'implementation', 'math']",1800
1935,C,Messenger in MAC,"['binary search', 'brute force', 'constructive algorithms', 'data structures', 'dp', 'greedy', 'sortings']",1800
1935,B,Informatics in MAC,['constructive algorithms'],1200
1935,A,Entertainment in MAC,"['constructive algorithms', 'strings']",800
1934,E,Weird LCM Operations,"['brute force', 'constructive algorithms', 'number theory']",3000
1934,D2,XOR Break --- Game Version,"['bitmasks', 'games', 'greedy', 'interactive']",2400
1934,D1,XOR Break --- Solo Version,"['bitmasks', 'constructive algorithms', 'greedy']",2100
1934,C,Find a Mine,"['binary search', 'constructive algorithms', 'geometry', 'greedy', 'interactive', 'math']",1700
1934,B,Yet Another Coin Problem,"['brute force', 'dp', 'greedy', 'math']",1200
1934,A,Too Min Too Max,"['greedy', 'math']",800
1933,G,Turtle Magic: Royal Turtle Shell Pattern,"['bitmasks', 'brute force', 'combinatorics', 'constructive algorithms', 'dfs and similar', 'math']",2300
1933,F,Turtle Mission: Robot and the Earthquake,"['dfs and similar', 'dp', 'graphs', 'shortest paths']",2100
1933,E,Turtle vs. Rabbit Race: Optimal Trainings,"['binary search', 'implementation', 'math', 'ternary search']",1500
1933,D,Turtle Tenacity: Continual Mods,"['constructive algorithms', 'greedy', 'math', 'number theory', 'sortings']",1200
1933,C,Turtle Fingers: Count the Values of k,"['brute force', 'implementation', 'math', 'number theory']",1100
1933,B,Turtle Math: Fast Three Task,"['implementation', 'math', 'number theory']",800
1933,A,Turtle Puzzle: Rearrange and Negate,"['greedy', 'math', 'sortings']",800
1932,G,Moving Platforms,"['graphs', 'math', 'number theory', 'shortest paths']",2300
1932,F,Feed Cats,"['data structures', 'dp', 'sortings']",1900
1932,E,Final Countdown,"['implementation', 'math', 'number theory']",1600
1932,D,Card Game,"['greedy', 'implementation']",1400
1932,C,LR-remainders,"['brute force', 'data structures', 'implementation', 'math', 'two pointers']",1400
1932,B,Chaya Calendar,['number theory'],1100
1932,A,Thorns and Coins,"['dp', 'greedy', 'implementation']",800
1931,G,One-Dimensional Puzzle,"['combinatorics', 'math', 'number theory']",2000
1931,F,Chat Screenshots,"['combinatorics', 'dfs and similar', 'graphs']",1700
1931,E,Anna and the Valentine's Day Gift,"['games', 'greedy', 'math', 'sortings']",1400
1931,D,Divisible Pairs,"['combinatorics', 'math', 'number theory']",1300
1931,C,Make Equal Again,"['brute force', 'greedy', 'math']",1000
1931,B,Make Equal,['greedy'],800
1931,A,Recovering a Small String,"['brute force', 'strings']",800
1930,I,Counting Is Fun,['combinatorics'],3500
1930,H,Interactive Mex Tree,"['constructive algorithms', 'dfs and similar', 'interactive', 'trees']",3300
1930,G,Prefix Max Set Counting,"['data structures', 'dp', 'trees']",3100
1930,F,Maximize the Difference,"['bitmasks', 'brute force', 'dfs and similar']",2700
1930,E,2..3...4.... Wonderful! Wonderful!,"['combinatorics', 'dp', 'math']",2400
1930,D2,Sum over all Substrings (Hard Version),"['bitmasks', 'divide and conquer', 'dp', 'dsu', 'greedy', 'implementation', 'strings']",2100
1930,D1,Sum over all Substrings (Easy Version),"['brute force', 'dp', 'greedy', 'strings']",1800
1930,C,Lexicographically Largest,"['binary search', 'constructive algorithms', 'data structures', 'greedy', 'sortings']",1700
1930,B,Permutation Printing,"['brute force', 'constructive algorithms', 'math']",1000
1930,A,Maximise The Score,"['greedy', 'sortings']",800
1929,F,Sasha and the Wedding Binary Search Tree,"['brute force', 'combinatorics', 'data structures', 'dfs and similar', 'math', 'trees']",2300
1929,E,Sasha and the Happy Tree Cutting,"['bitmasks', 'brute force', 'dfs and similar', 'dp', 'graphs', 'greedy', 'math', 'trees']",2300
1929,D,Sasha and a Walk in the City,"['combinatorics', 'dp', 'math', 'trees']",1900
1929,C,Sasha and the Casino,"['binary search', 'brute force', 'constructive algorithms', 'games', 'greedy', 'math']",1400
1929,B,Sasha and the Drawing,"['constructive algorithms', 'greedy', 'math']",800
1929,A,Sasha and the Beautiful Array,"['constructive algorithms', 'greedy', 'math', 'sortings']",800
1928,F,Digital Patterns,"['combinatorics', 'data structures', 'implementation', 'math']",2900
1928,E,Modular Sequence,"['brute force', 'constructive algorithms', 'dp', 'graphs', 'greedy', 'math', 'number theory']",2300
1928,D,Lonely Mountain Dungeons,"['brute force', 'data structures', 'greedy', 'math', 'ternary search']",1900
1928,C,Physical Education Lesson,"['brute force', 'math', 'number theory']",1600
1928,B,Equalize,"['binary search', 'greedy', 'sortings', 'two pointers']",1200
1928,A,Rectangle Cutting,"['geometry', 'math']",800
1927,G,Paint Charges,"['data structures', 'dp', 'greedy', 'math']",2300
1927,F,Microcycle,"['data structures', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'implementation', 'sortings', 'trees']",1900
1927,E,Klever Permutation,"['constructive algorithms', 'math', 'two pointers']",1400
1927,D,Find the Different Ones!,"['binary search', 'brute force', 'data structures', 'dp', 'dsu', 'greedy', 'two pointers']",1300
1927,C,Choose the Different Ones!,"['brute force', 'greedy', 'math']",1000
1927,B,Following the String,"['constructive algorithms', 'greedy', 'strings']",900
1927,A,Make it White,"['greedy', 'strings']",800
1926,G,Vlad and Trouble at MIT,"['dfs and similar', 'dp', 'flows', 'graphs', 'greedy', 'implementation', 'trees']",1900
1926,F,Vlad and Avoiding X,"['bitmasks', 'brute force', 'dfs and similar', 'dp', 'implementation']",2200
1926,E,Vlad and an Odd Ordering,"['binary search', 'bitmasks', 'data structures', 'dp', 'implementation', 'math', 'number theory']",1500
1926,D,Vlad and Division,"['bitmasks', 'greedy']",1300
1926,C,Vlad and a Sum of Sum of Digits,"['dp', 'implementation']",1200
1926,B,Vlad and Shapes,"['geometry', 'implementation']",800
1926,A,Vlad and the Best of Five,['implementation'],800
1925,D,Good Trip,"['combinatorics', 'dp', 'math', 'probabilities']",1900
1925,B,A Balanced Problemset?,"['brute force', 'greedy', 'math', 'number theory']",1200
1925,A,We Got Everything Covered!,"['constructive algorithms', 'greedy', 'strings']",800
1924,F,Anti-Proxy Attendance,"['constructive algorithms', 'dp', 'interactive', 'ternary search']",3500
